"id","dob","sex"
"10271","19920523","M"
"10272","19920512","M"
"10273","19920518","M"
"10274","19920520","M"
"10275","19920512","M"
"10276","19920520","M"
"10277","19920520","W"
"10278","19920525","W"
"10279","19920513","W"
"10280","19920518","W"
"10281","19920513","W"
"10282","19920521","W"
"10283","19920517","M"
"10284","19920515","M"
"10285","19920517","M"
"10286","19920519","M"
"10287","19920517","M"
"10288","19920515","W"
"10289","19920517","M"
"10290","19920521","M"
"10291","19920521","M"
"10292","19920524","M"
"10293","19920529","M"
"10294","19920519","M"
"10295","19920520","M"
"10296","19920526","W"
"10297","19920522","W"
"10298","19920521","W"
"10299","19920530","W"
"10300","19920528","M"
"10301","19920519","M"
"10302","19920527","W"
"10303","19920601","W"
"10304","19920522","W"
"10305","19920520","M"
"10306","19920529","W"
"10307","19920527","W"
"10308","19920522","M"
"10309","19920526","M"
"10310","19920526","M"
"10311","19920603","M"
"10312","19920602","W"
"10313","19920603","M"
"10314","19920527","W"
"10315","19920529","M"
"10316","19920526","W"
"10317","19920526","W"
"10318","19920602","M"
"10319","19920601","W"
"10320","19920603","M"
"10321","19920602","M"
"10322","19920526","W"
"10323","19920605","W"
"10324","19920527","W"
"10325","19920528","M"
"10326","19920604","M"
"10327","19920528","M"
"10328","19920609","M"
"10329","19920607","M"
"10330","19920531","W"
"10331","19920608","W"
"10332","19920530","M"
"10333","19920609","M"
"10334","19920609","M"
"10335","19920608","M"
"10336","19920601","W"
"10337","19920603","M"
"10338","19920528","M"
"10339","19920604","M"
"10340","19920607","M"
"10341","19920602","W"
"10342","19920607","M"
"10343","19920608","W"
"10344","19920610","W"
"10345","19920530","M"
"10346","19920610","W"
"10347","19920608","W"
"10348","19920605","W"
"10349","19920606","M"
"10350","19920609","M"
"10351","19920611","W"
"10352","19920602","M"
"10353","19920531","M"
"10354","19920601","M"
"10355","19920609","M"
"10356","19920606","W"
"10357","19920610","W"
"10358","19920612","M"
"10359","19920603","M"
"10360","19920603","M"
"10361","19920608","M"
"10362","19920612","W"
"10363","19920606","M"
"10364","19920603","M"
"10365","19920616","W"
"10366","19920615","W"
"10367","19920609","W"
"10368","19920615","W"
"10369","19920610","W"
"10370","19920616","M"
"10371","19920615","W"
"10372","19920609","W"
"10373","19920618","M"
"10374","19920610","M"
"10375","19920611","W"
"10376","19920617","M"
"10377","19920609","M"
"10378","19920616","M"
"10379","19920610","M"
"10380","19920613","M"
"10381","19920620","M"
"10382","19920614","W"
"10383","19920612","M"
"10384","19920615","W"
"10385","19920618","M"
"10386","19920620","W"
"10387","19920621","M"
"10388","19920622","W"
"10389","19920616","M"
"10390","19920620","M"
"10391","19920614","M"
"10392","19920613","M"
"10393","19920620","W"
"10394","19920614","W"
"10395","19920624","W"
"10396","19920621","M"
"10397","19920619","W"
"10398","19920618","W"
"10399","19920624","M"
"10400","19920617","W"
"10401","19920625","W"
"10402","19920615","W"
"10403","19920623","W"
"10404","19920619","M"
"10405","19920616","W"
"10406","19920621","M"
"10407","19920625","M"
"10408","19920622","M"
"10409","19920628","W"
"10410","19920619","M"
"10411","19920622","W"
"10412","19920619","W"
"10413","19920626","W"
"10414","19920624","M"
"10415","19920625","M"
"10416","19920626","W"
"10417","19920628","W"
"10418","19920701","M"
"10419","19920701","M"
"10420","19920630","W"
"10421","19920622","W"
"10422","19920701","M"
"10423","19920627","W"
"10424","19920624","M"
"10425","19920627","M"
"10426","19920626","W"
"10427","19920627","M"
"10428","19920628","M"
"10429","19920623","M"
"10430","19920705","M"
"10431","19920705","M"
"10432","19920701","M"
"10433","19920628","M"
"10434","19920626","M"
"10435","19920626","W"
"10436","19920630","M"
"10437","19920628","M"
"10438","19920701","M"
"10439","19920701","W"
"10440","19920627","M"
"10441","19920629","W"
"10442","19920707","W"
"10443","19920703","M"
"10444","19920707","W"
"10445","19920702","W"
"10446","19920705","M"
"10447","19920628","W"
"10448","19920705","M"
"10449","19920703","W"
"10450","19920704","M"
"10451","19920704","M"
"10452","19920707","W"
"10453","19920630","M"
"10454","19920705","M"
"10455","19920705","W"
"10456","19920701","W"
"10457","19920704","M"
"10458","19920701","W"
"10459","19920707","M"
"10460","19920702","W"
"10461","19920710","W"
"10462","19920712","W"
"10463","19920709","W"
"10464","19920713","M"
"10465","19920705","M"
"10466","19920712","M"
"10467","19920711","M"
"10468","19920707","M"
"10469","19920714","M"
"10470","19920715","M"
"10471","19920709","W"
"10472","19920710","M"
"10473","19920710","W"
"10474","19920707","M"
"10475","19920709","M"
"10476","19920711","M"
"10477","19920710","M"
"10478","19920711","M"
"10479","19920711","W"
"10480","19920707","W"
"10481","19920718","M"
"10482","19920708","M"
"10483","19920715","W"
"10484","19920715","W"
"10485","19920713","W"
"10486","19920719","W"
"10487","19920717","M"
"10488","19920711","W"
"10489","19920715","W"
"10490","19920711","M"
"10491","19920717","M"
"10492","19920716","W"
"10493","19920722","M"
"10494","19920715","M"
"10495","19920717","M"
"10496","19920721","W"
"10497","19920722","M"
"10498","19920719","W"
"10499","19920724","W"
"10500","19920720","W"
"10501","19920724","W"
"10502","19920722","M"
"10503","19920723","W"
"10504","19920723","M"
"10505","19920715","M"
"10506","19920719","W"
"10507","19920721","M"
"10508","19920715","M"
"10509","19920714","M"
"10510","19920718","W"
"10511","19920722","W"
"10512","19920719","M"
"10513","19920724","M"
"10514","19920714","M"
"10515","19920722","M"
"10516","19920718","M"
"10517","19920722","W"
"10518","19920721","M"
"10519","19920718","M"
"10520","19920719","W"
"10521","19920722","M"
"10522","19920722","M"
"10523","19920726","M"
"10524","19920725","W"
"10525","19920723","W"
"10526","19920719","W"
"10527","19920721","M"
"10528","19920719","W"
"10529","19920724","M"
"10530","19920726","M"
"10531","19920721","M"
"10532","19920721","W"
"10533","19920731","M"
"10534","19920728","M"
"10535","19920730","W"
"10536","19920722","W"
"10537","19920726","W"
"10538","19920726","M"
"10539","19920726","M"
"10540","19920728","M"
"10541","19920726","W"
"10542","19920726","M"
"10543","19920725","M"
"10544","19920802","M"
"10545","19920804","M"
"10546","19920726","M"
"10547","19920731","W"
"10548","19920805","M"
"10549","19920725","W"
"10550","19920801","M"
"10551","19920725","W"
"10552","19920730","W"
"10553","19920730","M"
"10554","19920806","M"
"10555","19920804","M"
"10556","19920731","W"
"10557","19920728","M"
"10558","19920801","M"
"10559","19920801","M"
"10560","19920804","M"
"10561","19920801","M"
"10562","19920801","M"
"10563","19920802","W"
"10564","19920807","M"
"10565","19920807","M"
"10566","19920729","W"
"10567","19920803","W"
"10568","19920807","W"
"10569","19920806","M"
"10570","19920731","W"
"10571","19920806","M"
"10572","19920807","W"
"10573","19920804","M"
"10574","19920807","W"
"10575","19920801","M"
"10576","19920801","W"
"10577","19920807","M"
"10578","19920804","M"
"10579","19920808","W"
"10580","19920805","W"
"10581","19920808","M"
"10582","19920811","W"
"10583","19920814","M"
"10584","19920807","W"
"10585","19920809","M"
"10586","19920806","M"
"10587","19920816","M"
"10588","19920816","W"
"10589","19920817","W"
"10590","19920812","W"
"10591","19920808","M"
"10592","19920813","M"
"10593","19920812","M"
"10594","19920817","W"
"10595","19920808","W"
"10596","19920811","W"
"10597","19920807","M"
"10598","19920809","W"
"10599","19920809","M"
"10600","19920807","M"
"10601","19920818","M"
"10602","19920809","W"
"10603","19920808","M"
"10604","19920814","M"
"10605","19920810","W"
"10606","19920813","W"
"10607","19920818","M"
"10608","19920820","W"
"10609","19920821","M"
"10610","19920820","M"
"10611","19920816","W"
"10612","19920817","W"
"10613","19920817","M"
"10614","19920818","M"
"10615","19920814","M"
"10616","19920818","M"
"10617","19920810","M"
"10618","19920817","W"
"10619","19920812","M"
"10620","19920823","W"
"10621","19920818","M"
"10622","19920812","W"
"10623","19920816","W"
"10624","19920824","M"
"10625","19920817","M"
"10626","19920818","M"
"10627","19920821","W"
"10628","19920818","W"
"10629","19920816","W"
"10630","19920814","M"
"10631","19920822","W"
"10632","19920815","W"
"10633","19920818","W"
"10634","19920825","W"
"10635","19920818","M"
"10636","19920822","W"
"10637","19920820","W"
"10638","19920817","M"
"10639","19920816","W"
"10640","19920824","M"
"10641","19920828","M"
"10642","19920825","M"
"10643","19920830","W"
"10644","19920828","W"
"10645","19920819","M"
"10646","19920827","M"
"10647","19920822","M"
"10648","19920826","M"
"10649","19920823","W"
"10650","19920824","W"
"10651","19920819","W"
"10652","19920828","W"
"10653","19920831","W"
"10654","19920824","W"
"10655","19920831","M"
"10656","19920827","M"
"10657","19920826","M"
"10658","19920827","M"
"10659","19920822","M"
"10660","19920826","M"
"10661","19920902","W"
"10662","19920827","M"
"10663","19920823","M"
"10664","19920825","W"
"10665","19920824","M"
"10666","19920827","W"
"10667","19920831","M"
"10668","19920827","W"
"10669","19920902","M"
"10670","19920904","M"
"10671","19920902","M"
"10672","19920827","M"
"10673","19920905","W"
"10674","19920905","M"
"10675","19920906","M"
"10676","19920830","W"
"10677","19920831","W"
"10678","19920901","M"
"10679","19920829","M"
"10680","19920828","M"
"10681","19920903","M"
"10682","19920828","M"
"10683","19920829","M"
"10684","19920904","W"
"10685","19920827","M"
"10686","19920901","M"
"10687","19920901","W"
"10688","19920902","M"
"10689","19920904","M"
"10690","19920830","M"
"10691","19920831","W"
"10692","19920831","W"
"10693","19920902","M"
"10694","19920830","M"
"10695","19920905","M"
"10696","19920909","M"
"10697","19920907","W"
"10698","19920903","M"
"10699","19920906","M"
"10700","19920905","M"
"10701","19920905","M"
"10702","19920904","M"
"10703","19920831","M"
"10704","19920902","M"
"10705","19920902","M"
"10706","19920905","M"
"10707","19920909","M"
"10708","19920904","M"
"10709","19920905","W"
"10710","19920903","W"
"10711","19920909","M"
"10712","19920901","M"
"10713","19920905","M"
"10714","19920903","M"
"10715","19920907","W"
"10716","19920905","M"
"10717","19920905","M"
"10718","19920901","M"
"10719","19920903","W"
"10720","19920905","M"
"10721","19920908","M"
"10722","19920906","M"
"10723","19920907","M"
"10724","19920901","W"
"10725","19920831","M"
"10726","19920912","W"
"10727","19920905","M"
"10728","19920906","M"
"10729","19920907","M"
"10730","19920910","M"
"10731","19920905","M"
"10732","19920903","W"
"10733","19920903","M"
"10734","19920907","W"
"10735","19920909","M"
"10736","19920905","W"
"10737","19920904","W"
"10738","19920912","W"
"10739","19920907","M"
"10740","19920911","M"
"10741","19920904","W"
"10742","19920904","M"
"10743","19920905","W"
"10744","19920905","W"
"10745","19920908","M"
"10746","19920914","M"
"10747","19920905","M"
"10748","19920913","W"
"10749","19920913","W"
"10750","19920904","M"
"10751","19920907","M"
"10752","19920905","W"
"10753","19920903","M"
"10754","19920909","M"
"10755","19920911","W"
"10756","19920911","M"
"10757","19920909","M"
"10758","19920912","M"
"10759","19920912","W"
"10760","19920910","M"
"10761","19920906","M"
"10762","19920907","M"
"10763","19920907","M"
"10764","19920907","M"
"10765","19920906","M"
"10766","19920908","M"
"10767","19920907","W"
"10768","19920910","W"
"10769","19920910","M"
"10770","19920912","M"
"10771","19920916","M"
"10772","19920913","M"
"10773","19920909","W"
"10774","19920914","W"
"10775","19920906","M"
"10776","19920908","M"
"10777","19920910","M"
"10778","19920913","M"
"10779","19920913","M"
"10780","19920907","M"
"10781","19920918","W"
"10782","19920907","M"
"10783","19920908","M"
"10784","19920912","W"
"10785","19920916","M"
"10786","19920907","W"
"10787","19920918","W"
"10788","19920916","W"
"10789","19920911","W"
"10790","19920907","M"
"10791","19920911","M"
"10792","19920914","W"
"10793","19920916","W"
"10794","19920912","M"
"10795","19920918","M"
"10796","19920910","W"
"10797","19920909","M"
"10798","19920915","M"
"10799","19920919","W"
"10800","19920910","M"
"10801","19920920","M"
"10802","19920914","W"
"10803","19920913","M"
"10804","19920908","M"
"10805","19920914","M"
"10806","19920914","W"
"10807","19920915","W"
"10808","19920916","M"
"10809","19920915","M"
"10810","19920913","M"
"10811","19920913","M"
"10812","19920920","W"
"10813","19920912","M"
"10814","19920915","M"
"10815","19920918","W"
"10816","19920914","M"
"10817","19920914","M"
"10818","19920918","W"
"10819","19920915","W"
"10820","19920910","W"
"10821","19920913","M"
"10822","19920916","M"
"10823","19920919","M"
"10824","19920919","M"
"10825","19920920","W"
"10826","19920915","M"
"10827","19920912","M"
"10828","19920915","M"
"10829","19920917","M"
"10830","19920918","W"
"10831","19920918","M"
"10832","19920911","W"
"10833","19920921","M"
"10834","19920920","W"
"10835","19920923","M"
"10836","19920912","W"
"10837","19920915","M"
"10838","19920918","M"
"10839","19920915","M"
"10840","19920924","W"
"10841","19920925","M"
"10842","19920917","M"
"10843","19920920","W"
"10844","19920922","M"
"10845","19920915","M"
"10846","19920918","M"
"10847","19920919","W"
"10848","19920914","W"
"10849","19920917","W"
"10850","19920916","M"
"10851","19920923","M"
"10852","19920922","W"
"10853","19920922","W"
"10854","19920918","W"
"10855","19920915","W"
"10856","19920919","W"
"10857","19920924","W"
"10858","19920920","W"
"10859","19920921","W"
"10860","19920925","M"
"10861","19920923","M"
"10862","19920919","W"
"10863","19920923","W"
"10864","19920924","M"
"10865","19920922","M"
"10866","19920921","M"
"10867","19920921","M"
"10868","19920928","W"
"10869","19920921","W"
"10870","19920922","W"
"10871","19920923","M"
"10872","19920926","M"
"10873","19920922","M"
"10874","19920926","W"
"10875","19920928","W"
"10876","19920919","M"
"10877","19920917","W"
"10878","19920918","M"
"10879","19920924","W"
"10880","19920926","W"
"10881","19920923","M"
"10882","19920924","M"
"10883","19920920","M"
"10884","19920928","W"
"10885","19920922","W"
"10886","19920928","M"
"10887","19920919","M"
"10888","19920918","W"
"10889","19920924","W"
"10890","19920925","M"
"10891","19920924","M"
"10892","19920922","W"
"10893","19920928","M"
"10894","19920923","W"
"10895","19920929","W"
"10896","19920929","M"
"10897","19920925","W"
"10898","19920921","W"
"10899","19920930","W"
"10900","19920925","M"
"10901","19920924","M"
"10902","19920923","M"
"10903","19920921","M"
"10904","19920930","W"
"10905","19920919","W"
"10906","19920924","W"
"10907","19920926","W"
"10908","19920924","M"
"10909","19920930","M"
"10910","19920925","M"
"10911","19920927","M"
"10912","19920930","M"
"10913","19920927","M"
"10914","19920924","M"
"10915","19920923","M"
"10916","19920925","M"
"10917","19920924","M"
"10918","19920926","M"
"10919","19920930","M"
"10920","19920928","M"
"10921","19920927","M"
"10922","19921001","M"
"10923","19920928","W"
"10924","19920922","M"
"10925","19920930","W"
"10926","19920926","M"
"10927","19920928","W"
"10928","19920922","M"
"10929","19920928","W"
"10930","19921004","M"
"10931","19920925","M"
"10932","19920925","W"
"10933","19921004","M"
"10934","19921003","M"
"10935","19920929","M"
"10936","19921004","W"
"10937","19920929","M"
"10938","19921005","M"
"10939","19920925","M"
"10940","19920929","M"
"10941","19921002","W"
"10942","19920930","M"
"10943","19921001","M"
"10944","19921001","W"
"10945","19921001","M"
"10946","19921006","W"
"10947","19921004","W"
"10948","19921001","M"
"10949","19921001","W"
"10950","19921003","M"
"10951","19920927","W"
"10952","19921006","M"
"10953","19921006","M"
"10954","19921007","M"
"10955","19920930","M"
"10956","19920930","M"
"10957","19920930","M"
"10958","19920929","M"
"10959","19921003","M"
"10960","19920927","W"
"10961","19920929","M"
"10962","19921002","W"
"10963","19921001","W"
"10964","19921002","W"
"10965","19921002","M"
"10966","19921009","M"
"10967","19921001","M"
"10968","19921003","W"
"10969","19921001","W"
"10970","19921003","M"
"10971","19920928","M"
"10972","19921009","M"
"10973","19920930","M"
"10974","19920929","M"
"10975","19921007","W"
"10976","19921008","M"
"10977","19920929","W"
"10978","19921003","W"
"10979","19921006","M"
"10980","19921006","W"
"10981","19921006","W"
"10982","19920928","W"
"10983","19921001","M"
"10984","19921006","M"
"10985","19921005","M"
"10986","19921005","M"
"10987","19920930","M"
"10988","19921001","M"
"10989","19921003","W"
"10990","19921002","W"
"10991","19921010","W"
"10992","19920930","M"
"10993","19921006","M"
"10994","19921002","M"
"10995","19921003","M"
"10996","19921006","M"
"10997","19921008","W"
"10998","19921012","W"
"10999","19921012","W"
"11000","19921004","W"
"11001","19921007","M"
"11002","19921005","W"
"11003","19921007","M"
"11004","19921013","M"
"11005","19921004","W"
"11006","19921003","W"
"11007","19921005","M"
"11008","19921013","M"
"11009","19921005","M"
"11010","19921006","W"
"11011","19921005","W"
"11012","19921009","W"
"11013","19921012","M"
"11014","19921002","M"
"11015","19921008","W"
"11016","19921003","M"
"11017","19921007","W"
"11018","19921003","M"
"11019","19921011","M"
"11020","19921004","M"
"11021","19921013","W"
"11022","19921008","M"
"11023","19921007","M"
"11024","19921006","W"
"11025","19921011","M"
"11026","19921005","W"
"11027","19921009","M"
"11028","19921004","M"
"11029","19921012","M"
"11030","19921016","W"
"11031","19921014","M"
"11032","19921010","M"
"11033","19921008","W"
"11034","19921009","W"
"11035","19921007","M"
"11036","19921006","W"
"11037","19921010","M"
"11038","19921013","M"
"11039","19921015","W"
"11040","19921014","W"
"11041","19921007","M"
"11042","19921009","W"
"11043","19921011","M"
"11044","19921016","M"
"11045","19921017","M"
"11046","19921014","W"
"11047","19921009","M"
"11048","19921008","M"
"11049","19921018","W"
"11050","19921007","W"
"11051","19921009","M"
"11052","19921016","W"
"11053","19921013","W"
"11054","19921010","W"
"11055","19921015","M"
"11056","19921013","M"
"11057","19921009","M"
"11058","19921012","M"
"11059","19921016","M"
"11060","19921009","W"
"11061","19921012","M"
"11062","19921015","M"
"11063","19921021","W"
"11064","19921011","W"
"11065","19921015","M"
"11066","19921016","W"
"11067","19921010","M"
"11068","19921009","M"
"11069","19921014","W"
"11070","19921019","W"
"11071","19921019","M"
"11072","19921021","M"
"11073","19921017","M"
"11074","19921019","M"
"11075","19921010","M"
"11076","19921015","M"
"11077","19921010","M"
"11078","19921015","M"
"11079","19921010","M"
"11080","19921012","M"
"11081","19921011","M"
"11082","19921012","M"
"11083","19921012","W"
"11084","19921023","M"
"11085","19921022","M"
"11086","19921016","M"
"11087","19921016","W"
"11088","19921018","M"
"11089","19921023","W"
"11090","19921015","M"
"11091","19921019","M"
"11092","19921021","M"
"11093","19921022","M"
"11094","19921024","M"
"11095","19921019","M"
"11096","19921022","M"
"11097","19921019","M"
"11098","19921018","M"
"11099","19921014","W"
"11100","19921025","W"
"11101","19921017","M"
"11102","19921014","M"
"11103","19921020","M"
"11104","19921020","M"
"11105","19921025","M"
"11106","19921019","W"
"11107","19921016","W"
"11108","19921013","W"
"11109","19921019","W"
"11110","19921019","M"
"11111","19921016","M"
"11112","19921020","M"
"11113","19921022","M"
"11114","19921020","W"
"11115","19921015","M"
"11116","19921021","M"
"11117","19921020","M"
"11118","19921019","M"
"11119","19921021","M"
"11120","19921014","M"
"11121","19921023","M"
"11122","19921025","M"
"11123","19921023","M"
"11124","19921021","W"
"11125","19921024","W"
"11126","19921018","M"
"11127","19921022","M"
"11128","19921022","M"
"11129","19921027","W"
"11130","19921018","W"
"11131","19921025","M"
"11132","19921026","M"
"11133","19921021","W"
"11134","19921026","M"
"11135","19921027","M"
"11136","19921023","M"
"11137","19921026","M"
"11138","19921026","M"
"11139","19921023","M"
"11140","19921023","M"
"11141","19921025","M"
"11142","19921022","W"
"11143","19921028","M"
"11144","19921025","M"
"11145","19921022","M"
"11146","19921028","M"
"11147","19921022","W"
"11148","19921029","M"
"11149","19921020","M"
"11150","19921029","M"
"11151","19921020","W"
"11152","19921022","M"
"11153","19921025","M"
"11154","19921025","M"
"11155","19921027","M"
"11156","19921027","M"
"11157","19921029","M"
"11158","19921030","M"
"11159","19921020","M"
"11160","19921020","W"
"11161","19921027","W"
"11162","19921024","M"
"11163","19921030","M"
"11164","19921024","M"
"11165","19921030","W"
"11166","19921027","W"
"11167","19921026","M"
"11168","19921021","M"
"11169","19921024","W"
"11170","19921027","M"
"11171","19921027","W"
"11172","19921027","M"
"11173","19921029","M"
"11174","19921026","W"
"11175","19921027","M"
"11176","19921031","W"
"11177","19921028","M"
"11178","19921101","W"
"11179","19921030","W"
"11180","19921028","W"
"11181","19921028","M"
"11182","19921026","M"
"11183","19921024","W"
"11184","19921030","W"
"11185","19921029","W"
"11186","19921023","W"
"11187","19921029","M"
"11188","19921025","M"
"11189","19921103","W"
"11190","19921028","M"
"11191","19921024","M"
"11192","19921031","W"
"11193","19921031","M"
"11194","19921025","M"
"11195","19921104","W"
"11196","19921030","M"
"11197","19921026","M"
"11198","19921031","W"
"11199","19921101","M"
"11200","19921105","M"
"11201","19921028","M"
"11202","19921026","W"
"11203","19921031","M"
"11204","19921031","M"
"11205","19921028","M"
"11206","19921106","M"
"11207","19921029","M"
"11208","19921028","M"
"11209","19921025","W"
"11210","19921027","W"
"11211","19921027","M"
"11212","19921029","W"
"11213","19921106","M"
"11214","19921105","W"
"11215","19921031","M"
"11216","19921106","M"
"11217","19921104","M"
"11218","19921107","M"
"11219","19921028","M"
"11220","19921103","M"
"11221","19921029","W"
"11222","19921105","W"
"11223","19921031","W"
"11224","19921105","M"
"11225","19921102","M"
"11226","19921103","M"
"11227","19921027","M"
"11228","19921102","M"
"11229","19921107","W"
"11230","19921103","M"
"11231","19921031","W"
"11232","19921107","M"
"11233","19921104","M"
"11234","19921105","M"
"11235","19921104","M"
"11236","19921104","M"
"11237","19921103","M"
"11238","19921103","M"
"11239","19921102","M"
"11240","19921101","W"
"11241","19921106","M"
"11242","19921104","W"
"11243","19921101","M"
"11244","19921030","W"
"11245","19921030","W"
"11246","19921104","M"
"11247","19921105","M"
"11248","19921108","M"
"11249","19921108","M"
"11250","19921105","W"
"11251","19921104","W"
"11252","19921108","M"
"11253","19921108","M"
"11254","19921111","W"
"11255","19921108","M"
"11256","19921110","M"
"11257","19921109","M"
"11258","19921102","M"
"11259","19921104","M"
"11260","19921105","M"
"11261","19921109","M"
"11262","19921110","W"
"11263","19921108","W"
"11264","19921110","W"
"11265","19921106","M"
"11266","19921103","M"
"11267","19921105","M"
"11268","19921107","W"
"11269","19921106","W"
"11270","19921109","M"
"11271","19921109","M"
"11272","19921102","M"
"11273","19921104","M"
"11274","19921111","W"
"11275","19921108","M"
"11276","19921109","W"
"11277","19921108","M"
"11278","19921113","M"
"11279","19921103","M"
"11280","19921106","M"
"11281","19921111","M"
"11282","19921108","W"
"11283","19921109","W"
"11284","19921107","W"
"11285","19921108","M"
"11286","19921114","W"
"11287","19921104","M"
"11288","19921108","M"
"11289","19921113","M"
"11290","19921105","W"
"11291","19921110","M"
"11292","19921110","W"
"11293","19921109","M"
"11294","19921111","M"
"11295","19921106","W"
"11296","19921111","W"
"11297","19921111","M"
"11298","19921112","M"
"11299","19921110","W"
"11300","19921110","M"
"11301","19921111","M"
"11302","19921113","M"
"11303","19921115","M"
"11304","19921113","M"
"11305","19921111","W"
"11306","19921106","M"
"11307","19921106","M"
"11308","19921115","W"
"11309","19921115","W"
"11310","19921114","M"
"11311","19921110","W"
"11312","19921107","W"
"11313","19921117","M"
"11314","19921116","W"
"11315","19921108","M"
"11316","19921109","W"
"11317","19921118","W"
"11318","19921107","M"
"11319","19921118","M"
"11320","19921117","W"
"11321","19921120","W"
"11322","19921112","M"
"11323","19921120","W"
"11324","19921115","M"
"11325","19921114","M"
"11326","19921108","W"
"11327","19921117","M"
"11328","19921117","M"
"11329","19921110","W"
"11330","19921112","W"
"11331","19921119","W"
"11332","19921117","W"
"11333","19921110","M"
"11334","19921117","M"
"11335","19921122","W"
"11336","19921122","M"
"11337","19921121","M"
"11338","19921116","M"
"11339","19921117","M"
"11340","19921122","W"
"11341","19921117","W"
"11342","19921122","M"
"11343","19921120","W"
"11344","19921123","M"
"11345","19921114","W"
"11346","19921120","M"
"11347","19921112","W"
"11348","19921123","W"
"11349","19921118","M"
"11350","19921112","W"
"11351","19921114","W"
"11352","19921117","W"
"11353","19921113","M"
"11354","19921118","M"
"11355","19921112","M"
"11356","19921123","M"
"11357","19921121","W"
"11358","19921124","M"
"11359","19921119","M"
"11360","19921118","M"
"11361","19921120","M"
"11362","19921115","W"
"11363","19921117","M"
"11364","19921118","W"
"11365","19921121","W"
"11366","19921116","M"
"11367","19921123","M"
"11368","19921118","M"
"11369","19921123","W"
"11370","19921125","M"
"11371","19921117","W"
"11372","19921115","M"
"11373","19921122","W"
"11374","19921124","W"
"11375","19921121","W"
"11376","19921121","M"
"11377","19921122","M"
"11378","19921123","W"
"11379","19921125","M"
"11380","19921123","W"
"11381","19921121","M"
"11382","19921128","M"
"11383","19921127","M"
"11384","19921127","M"
"11385","19921126","W"
"11386","19921124","M"
"11387","19921122","M"
"11388","19921129","W"
"11389","19921127","W"
"11390","19921130","W"
"11391","19921124","W"
"11392","19921129","M"
"11393","19921120","M"
"11394","19921121","W"
"11395","19921120","M"
"11396","19921126","M"
"11397","19921119","W"
"11398","19921120","M"
"11399","19921201","M"
"11400","19921125","M"
"11401","19921126","M"
"11402","19921127","M"
"11403","19921122","M"
"11404","19921127","W"
"11405","19921121","W"
"11406","19921122","W"
"11407","19921122","W"
"11408","19921124","M"
"11409","19921123","M"
"11410","19921126","M"
"11411","19921125","M"
"11412","19921202","M"
"11413","19921130","M"
"11414","19921126","M"
"11415","19921202","M"
"11416","19921129","M"
"11417","19921122","M"
"11418","19921127","M"
"11419","19921201","W"
"11420","19921127","M"
"11421","19921125","W"
"11422","19921127","M"
"11423","19921201","M"
"11424","19921127","M"
"11425","19921125","W"
"11426","19921202","W"
"11427","19921201","W"
"11428","19921124","W"
"11429","19921129","W"
"11430","19921203","W"
"11431","19921202","M"
"11432","19921204","M"
"11433","19921130","W"
"11434","19921126","W"
"11435","19921129","M"
"11436","19921126","M"
"11437","19921127","W"
"11438","19921205","M"
"11439","19921129","M"
"11440","19921206","M"
"11441","19921207","W"
"11442","19921202","M"
"11443","19921202","M"
"11444","19921201","W"
"11445","19921204","M"
"11446","19921203","M"
"11447","19921208","M"
"11448","19921203","M"
"11449","19921202","M"
"11450","19921203","W"
"11451","19921128","W"
"11452","19921206","W"
"11453","19921203","W"
"11454","19921127","W"
"11455","19921201","M"
"11456","19921202","M"
"11457","19921209","W"
"11458","19921204","W"
"11459","19921201","W"
"11460","19921208","M"
"11461","19921211","M"
"11462","19921206","W"
"11463","19921208","W"
"11464","19921204","M"
"11465","19921206","W"
"11466","19921205","W"
"11467","19921206","M"
"11468","19921211","W"
"11469","19921206","M"
"11470","19921203","M"
"11471","19921202","M"
"11472","19921201","W"
"11473","19921212","W"
"11474","19921207","M"
"11475","19921213","M"
"11476","19921204","M"
"11477","19921204","M"
"11478","19921212","W"
"11479","19921211","M"
"11480","19921209","M"
"11481","19921203","M"
"11482","19921210","M"
"11483","19921205","M"
"11484","19921204","M"
"11485","19921208","W"
"11486","19921214","M"
"11487","19921207","M"
"11488","19921203","M"
"11489","19921209","W"
"11490","19921207","W"
"11491","19921208","M"
"11492","19921216","M"
"11493","19921213","M"
"11494","19921204","M"
"11495","19921205","M"
"11496","19921205","M"
"11497","19921212","M"
"11498","19921208","M"
"11499","19921206","W"
"11500","19921211","W"
"11501","19921215","M"
"11502","19921212","M"
"11503","19921210","M"
"11504","19921216","M"
"11505","19921213","W"
"11506","19921218","M"
"11507","19921218","M"
"11508","19921215","M"
"11509","19921210","W"
"11510","19921212","M"
"11511","19921217","W"
"11512","19921214","W"
"11513","19921218","M"
"11514","19921215","M"
"11515","19921207","M"
"11516","19921208","M"
"11517","19921211","W"
"11518","19921219","W"
"11519","19921216","M"
"11520","19921210","M"
"11521","19921214","W"
"11522","19921212","M"
"11523","19921212","M"
"11524","19921209","M"
"11525","19921211","M"
"11526","19921212","W"
"11527","19921212","M"
"11528","19921215","M"
"11529","19921217","M"
"11530","19921221","M"
"11531","19921211","W"
"11532","19921217","M"
"11533","19921222","M"
"11534","19921222","M"
"11535","19921213","M"
"11536","19921211","M"
"11537","19921213","W"
"11538","19921217","W"
"11539","19921219","M"
"11540","19921213","M"
"11541","19921213","W"
