"id","dob","sex"
"24157","19970305","M"
"24158","19970307","W"
"24159","19970304","W"
"24160","19970301","M"
"24161","19970306","M"
"24162","19970305","W"
"24163","19970306","M"
"24164","19970313","M"
"24165","19970306","W"
"24166","19970302","M"
"24167","19970307","W"
"24168","19970305","W"
"24169","19970301","W"
"24170","19970305","M"
"24171","19970305","M"
"24172","19970304","W"
"24173","19970302","W"
"24174","19970312","M"
"24175","19970301","M"
"24176","19970309","W"
"24177","19970309","M"
"24178","19970306","M"
"24179","19970309","M"
"24180","19970312","M"
"24181","19970311","W"
"24182","19970305","W"
"24183","19970312","M"
"24184","19970311","W"
"24185","19970305","M"
"24186","19970302","M"
"24187","19970310","M"
"24188","19970305","W"
"24189","19970308","M"
"24190","19970312","W"
"24191","19970307","M"
"24192","19970303","M"
"24193","19970306","M"
"24194","19970310","M"
"24195","19970307","W"
"24196","19970308","M"
"24197","19970311","W"
"24198","19970315","M"
"24199","19970305","W"
"24200","19970306","M"
"24201","19970309","W"
"24202","19970310","M"
"24203","19970308","W"
"24204","19970314","M"
"24205","19970306","M"
"24206","19970307","W"
"24207","19970314","W"
"24208","19970315","M"
"24209","19970306","M"
"24210","19970306","M"
"24211","19970308","W"
"24212","19970315","M"
"24213","19970306","W"
"24214","19970314","W"
"24215","19970306","M"
"24216","19970310","W"
"24217","19970306","M"
"24218","19970312","M"
"24219","19970310","M"
"24220","19970309","W"
"24221","19970310","M"
"24222","19970309","M"
"24223","19970312","W"
"24224","19970309","W"
"24225","19970313","M"
"24226","19970318","M"
"24227","19970313","W"
"24228","19970313","M"
"24229","19970314","M"
"24230","19970315","M"
"24231","19970316","W"
"24232","19970320","W"
"24233","19970313","M"
"24234","19970318","M"
"24235","19970311","M"
"24236","19970320","M"
"24237","19970308","M"
"24238","19970314","M"
"24239","19970318","W"
"24240","19970308","M"
"24241","19970321","W"
"24242","19970309","W"
"24243","19970316","W"
"24244","19970315","W"
"24245","19970314","W"
"24246","19970320","W"
"24247","19970312","W"
"24248","19970321","W"
"24249","19970319","M"
"24250","19970314","M"
"24251","19970314","M"
"24252","19970311","W"
"24253","19970315","W"
"24254","19970313","W"
"24255","19970314","M"
"24256","19970318","W"
"24257","19970317","W"
"24258","19970321","M"
"24259","19970322","M"
"24260","19970323","W"
"24261","19970315","M"
"24262","19970321","W"
"24263","19970323","W"
"24264","19970315","W"
"24265","19970319","W"
"24266","19970320","M"
"24267","19970318","W"
"24268","19970318","M"
"24269","19970316","M"
"24270","19970322","M"
"24271","19970318","W"
"24272","19970312","M"
"24273","19970312","M"
"24274","19970313","W"
"24275","19970316","W"
"24276","19970315","M"
"24277","19970324","W"
"24278","19970315","W"
"24279","19970321","M"
"24280","19970315","W"
"24281","19970314","W"
"24282","19970318","W"
"24283","19970318","W"
"24284","19970320","W"
"24285","19970324","M"
"24286","19970316","W"
"24287","19970320","M"
"24288","19970323","M"
"24289","19970316","W"
"24290","19970317","M"
"24291","19970316","M"
"24292","19970321","M"
"24293","19970323","M"
"24294","19970319","W"
"24295","19970327","W"
"24296","19970318","M"
"24297","19970320","M"
"24298","19970318","M"
"24299","19970324","M"
"24300","19970319","M"
"24301","19970322","M"
"24302","19970321","W"
"24303","19970324","M"
"24304","19970322","M"
"24305","19970317","M"
"24306","19970318","W"
"24307","19970322","M"
"24308","19970320","W"
"24309","19970328","M"
"24310","19970318","M"
"24311","19970326","W"
"24312","19970321","W"
"24313","19970328","W"
"24314","19970327","M"
"24315","19970323","W"
"24316","19970319","M"
"24317","19970319","M"
"24318","19970325","W"
"24319","19970323","M"
"24320","19970318","M"
"24321","19970327","M"
"24322","19970330","W"
"24323","19970330","M"
"24324","19970321","M"
"24325","19970327","M"
"24326","19970321","W"
"24327","19970320","M"
"24328","19970320","M"
"24329","19970327","M"
"24330","19970326","M"
"24331","19970321","M"
"24332","19970322","M"
"24333","19970327","W"
"24334","19970323","M"
"24335","19970330","W"
"24336","19970331","W"
"24337","19970322","M"
"24338","19970320","W"
"24339","19970325","W"
"24340","19970322","M"
"24341","19970324","M"
"24342","19970324","W"
"24343","19970319","W"
"24344","19970320","M"
"24345","19970328","W"
"24346","19970328","W"
"24347","19970320","M"
"24348","19970323","W"
"24349","19970326","M"
"24350","19970330","M"
"24351","19970329","W"
"24352","19970330","M"
"24353","19970328","W"
"24354","19970324","W"
"24355","19970329","W"
"24356","19970321","M"
"24357","19970402","M"
"24358","19970328","M"
"24359","19970325","M"
"24360","19970329","M"
"24361","19970326","W"
"24362","19970331","W"
"24363","19970328","W"
"24364","19970331","M"
"24365","19970321","M"
"24366","19970328","W"
"24367","19970324","M"
"24368","19970326","W"
"24369","19970324","W"
"24370","19970323","W"
"24371","19970329","W"
"24372","19970329","W"
"24373","19970323","W"
"24374","19970326","W"
"24375","19970324","M"
"24376","19970329","M"
"24377","19970323","W"
"24378","19970330","M"
"24379","19970401","W"
"24380","19970331","M"
"24381","19970401","W"
"24382","19970402","W"
"24383","19970404","M"
"24384","19970324","M"
"24385","19970330","W"
"24386","19970326","W"
"24387","19970328","W"
"24388","19970324","W"
"24389","19970404","W"
"24390","19970402","M"
"24391","19970328","W"
"24392","19970327","M"
"24393","19970331","W"
"24394","19970404","M"
"24395","19970330","M"
"24396","19970331","W"
"24397","19970325","M"
"24398","19970331","M"
"24399","19970325","M"
"24400","19970404","M"
"24401","19970403","W"
"24402","19970406","M"
"24403","19970331","W"
"24404","19970328","W"
"24405","19970407","W"
"24406","19970405","M"
"24407","19970331","W"
"24408","19970402","W"
"24409","19970406","M"
"24410","19970331","W"
"24411","19970402","W"
"24412","19970404","W"
"24413","19970407","M"
"24414","19970405","W"
"24415","19970327","M"
"24416","19970331","W"
"24417","19970327","W"
"24418","19970405","W"
"24419","19970402","W"
"24420","19970329","W"
"24421","19970402","W"
"24422","19970403","W"
"24423","19970407","M"
"24424","19970401","M"
"24425","19970407","W"
"24426","19970406","W"
"24427","19970407","M"
"24428","19970406","M"
"24429","19970328","M"
"24430","19970410","W"
"24431","19970407","M"
"24432","19970403","W"
"24433","19970402","W"
"24434","19970402","M"
"24435","19970329","M"
"24436","19970409","M"
"24437","19970409","M"
"24438","19970409","W"
"24439","19970408","W"
"24440","19970411","M"
"24441","19970411","W"
"24442","19970330","M"
"24443","19970405","W"
"24444","19970402","M"
"24445","19970401","W"
"24446","19970406","M"
"24447","19970402","W"
"24448","19970401","M"
"24449","19970404","W"
"24450","19970413","W"
"24451","19970407","M"
"24452","19970402","W"
"24453","19970409","M"
"24454","19970403","M"
"24455","19970407","W"
"24456","19970409","W"
"24457","19970410","W"
"24458","19970405","M"
"24459","19970408","W"
"24460","19970405","M"
"24461","19970411","W"
"24462","19970402","M"
"24463","19970407","W"
"24464","19970407","M"
"24465","19970406","M"
"24466","19970403","M"
"24467","19970406","W"
"24468","19970408","M"
"24469","19970403","W"
"24470","19970411","M"
"24471","19970406","W"
"24472","19970403","W"
"24473","19970409","M"
"24474","19970409","W"
"24475","19970410","W"
"24476","19970407","W"
"24477","19970405","M"
"24478","19970410","W"
"24479","19970413","W"
"24480","19970406","W"
"24481","19970406","M"
"24482","19970410","M"
"24483","19970414","M"
"24484","19970416","W"
"24485","19970410","M"
"24486","19970416","M"
"24487","19970413","M"
"24488","19970413","M"
"24489","19970410","M"
"24490","19970407","M"
"24491","19970412","M"
"24492","19970408","M"
"24493","19970405","W"
"24494","19970414","M"
"24495","19970411","M"
"24496","19970408","M"
"24497","19970407","W"
"24498","19970415","W"
"24499","19970416","M"
"24500","19970413","W"
"24501","19970415","M"
"24502","19970417","W"
"24503","19970416","M"
"24504","19970413","M"
"24505","19970418","M"
"24506","19970408","M"
"24507","19970409","M"
"24508","19970416","W"
"24509","19970410","W"
"24510","19970418","W"
"24511","19970418","M"
"24512","19970411","M"
"24513","19970408","M"
"24514","19970416","W"
"24515","19970412","M"
"24516","19970413","W"
"24517","19970416","M"
"24518","19970415","M"
"24519","19970418","M"
"24520","19970411","M"
"24521","19970421","W"
"24522","19970417","W"
"24523","19970409","M"
"24524","19970416","M"
"24525","19970413","W"
"24526","19970414","W"
"24527","19970416","W"
"24528","19970420","M"
"24529","19970412","W"
"24530","19970422","M"
"24531","19970417","W"
"24532","19970412","W"
"24533","19970418","M"
"24534","19970415","M"
"24535","19970414","W"
"24536","19970415","M"
"24537","19970420","M"
"24538","19970419","M"
"24539","19970422","W"
"24540","19970419","M"
"24541","19970422","W"
"24542","19970412","M"
"24543","19970423","W"
"24544","19970418","M"
"24545","19970423","M"
"24546","19970415","M"
"24547","19970414","M"
"24548","19970414","W"
"24549","19970420","M"
"24550","19970413","W"
"24551","19970413","W"
"24552","19970415","W"
"24553","19970417","W"
"24554","19970413","W"
"24555","19970419","W"
"24556","19970425","M"
"24557","19970419","W"
"24558","19970424","W"
"24559","19970421","W"
"24560","19970416","M"
"24561","19970417","M"
"24562","19970425","W"
"24563","19970421","W"
"24564","19970421","M"
"24565","19970425","M"
"24566","19970419","M"
"24567","19970425","M"
"24568","19970423","W"
"24569","19970416","W"
"24570","19970417","W"
"24571","19970427","M"
"24572","19970428","M"
"24573","19970419","W"
"24574","19970425","M"
"24575","19970421","M"
"24576","19970417","W"
"24577","19970425","W"
"24578","19970418","M"
"24579","19970418","M"
"24580","19970425","M"
"24581","19970423","M"
"24582","19970418","W"
"24583","19970418","W"
"24584","19970426","W"
"24585","19970417","W"
"24586","19970425","M"
"24587","19970424","M"
"24588","19970427","W"
"24589","19970422","W"
"24590","19970429","W"
"24591","19970424","W"
"24592","19970430","W"
"24593","19970427","M"
"24594","19970427","W"
"24595","19970424","W"
"24596","19970427","M"
"24597","19970424","M"
"24598","19970419","M"
"24599","19970430","W"
"24600","19970427","M"
"24601","19970425","M"
"24602","19970419","W"
"24603","19970425","W"
"24604","19970425","W"
"24605","19970428","W"
"24606","19970421","W"
"24607","19970428","M"
"24608","19970419","M"
"24609","19970429","M"
"24610","19970428","W"
"24611","19970426","M"
"24612","19970424","M"
"24613","19970426","W"
"24614","19970502","M"
"24615","19970421","M"
"24616","19970503","W"
"24617","19970424","M"
"24618","19970423","W"
"24619","19970502","M"
"24620","19970502","M"
"24621","19970429","W"
"24622","19970423","M"
"24623","19970501","W"
"24624","19970501","M"
"24625","19970430","W"
"24626","19970427","M"
"24627","19970429","M"
"24628","19970501","M"
"24629","19970504","M"
"24630","19970505","M"
"24631","19970501","W"
"24632","19970429","W"
"24633","19970429","M"
"24634","19970505","W"
"24635","19970429","M"
"24636","19970424","M"
"24637","19970430","W"
"24638","19970428","W"
"24639","19970425","W"
"24640","19970502","M"
"24641","19970506","W"
"24642","19970503","W"
"24643","19970506","W"
"24644","19970505","M"
"24645","19970428","M"
"24646","19970429","M"
"24647","19970506","M"
"24648","19970501","M"
"24649","19970503","M"
"24650","19970425","M"
"24651","19970502","W"
"24652","19970502","W"
"24653","19970508","M"
"24654","19970428","M"
"24655","19970502","W"
"24656","19970426","M"
"24657","19970430","M"
"24658","19970505","W"
"24659","19970507","W"
"24660","19970508","W"
"24661","19970508","W"
"24662","19970503","W"
"24663","19970507","M"
"24664","19970502","W"
"24665","19970428","W"
"24666","19970501","W"
"24667","19970506","W"
"24668","19970501","M"
"24669","19970508","M"
"24670","19970510","W"
"24671","19970502","W"
"24672","19970428","M"
"24673","19970505","M"
"24674","19970510","W"
"24675","19970507","W"
"24676","19970505","W"
"24677","19970503","M"
"24678","19970509","M"
"24679","19970429","M"
"24680","19970503","M"
"24681","19970506","M"
"24682","19970512","W"
"24683","19970505","M"
"24684","19970509","M"
"24685","19970508","W"
"24686","19970506","M"
"24687","19970501","W"
"24688","19970509","W"
"24689","19970502","W"
"24690","19970507","M"
"24691","19970509","M"
"24692","19970506","W"
"24693","19970507","M"
"24694","19970511","W"
"24695","19970503","M"
"24696","19970514","M"
"24697","19970507","W"
"24698","19970513","M"
"24699","19970511","W"
"24700","19970510","W"
"24701","19970513","W"
"24702","19970512","W"
"24703","19970515","M"
"24704","19970514","M"
"24705","19970504","W"
"24706","19970509","W"
"24707","19970515","W"
"24708","19970504","W"
"24709","19970508","W"
"24710","19970515","M"
"24711","19970509","M"
"24712","19970505","M"
"24713","19970510","M"
"24714","19970507","W"
"24715","19970514","W"
"24716","19970505","W"
"24717","19970505","M"
"24718","19970514","W"
"24719","19970515","M"
"24720","19970506","M"
"24721","19970511","W"
"24722","19970513","W"
"24723","19970513","M"
"24724","19970515","W"
"24725","19970512","W"
"24726","19970508","W"
"24727","19970513","M"
"24728","19970518","M"
"24729","19970515","W"
"24730","19970513","M"
"24731","19970516","M"
"24732","19970513","M"
"24733","19970520","M"
"24734","19970514","M"
"24735","19970510","M"
"24736","19970514","W"
"24737","19970519","M"
"24738","19970515","W"
"24739","19970520","W"
"24740","19970511","M"
"24741","19970516","M"
"24742","19970515","W"
"24743","19970516","M"
"24744","19970517","W"
"24745","19970510","W"
"24746","19970510","M"
"24747","19970522","W"
"24748","19970510","M"
"24749","19970514","M"
"24750","19970515","W"
"24751","19970519","W"
"24752","19970510","M"
"24753","19970518","M"
"24754","19970522","W"
"24755","19970522","M"
"24756","19970511","W"
"24757","19970512","M"
"24758","19970520","W"
"24759","19970521","M"
"24760","19970519","W"
"24761","19970524","W"
"24762","19970524","M"
"24763","19970523","W"
"24764","19970515","W"
"24765","19970525","W"
"24766","19970521","M"
"24767","19970521","W"
"24768","19970519","M"
"24769","19970525","W"
"24770","19970518","M"
"24771","19970523","M"
"24772","19970518","M"
"24773","19970520","W"
"24774","19970513","M"
"24775","19970526","W"
"24776","19970526","W"
"24777","19970519","M"
"24778","19970514","W"
"24779","19970526","M"
"24780","19970514","M"
"24781","19970520","M"
"24782","19970521","W"
"24783","19970527","W"
"24784","19970515","M"
"24785","19970524","M"
"24786","19970521","M"
"24787","19970523","W"
"24788","19970522","M"
"24789","19970526","M"
"24790","19970522","W"
"24791","19970518","M"
"24792","19970526","W"
"24793","19970522","W"
"24794","19970519","M"
"24795","19970521","M"
"24796","19970516","W"
"24797","19970521","W"
"24798","19970518","W"
"24799","19970523","M"
"24800","19970528","M"
"24801","19970523","W"
"24802","19970525","M"
"24803","19970521","M"
"24804","19970523","M"
"24805","19970523","M"
"24806","19970525","M"
"24807","19970523","M"
"24808","19970519","W"
"24809","19970519","M"
"24810","19970530","W"
"24811","19970526","M"
"24812","19970527","W"
"24813","19970524","W"
"24814","19970525","W"
"24815","19970524","W"
"24816","19970531","W"
"24817","19970522","M"
"24818","19970525","W"
"24819","19970523","W"
"24820","19970521","M"
"24821","19970525","M"
"24822","19970529","M"
"24823","19970526","W"
"24824","19970601","M"
"24825","19970524","M"
"24826","19970522","M"
"24827","19970522","M"
"24828","19970529","W"
"24829","19970602","W"
"24830","19970601","W"
"24831","19970526","W"
"24832","19970526","W"
"24833","19970601","W"
"24834","19970526","M"
"24835","19970525","M"
"24836","19970526","W"
"24837","19970602","W"
"24838","19970531","M"
"24839","19970523","W"
"24840","19970603","M"
"24841","19970602","M"
"24842","19970601","M"
"24843","19970526","W"
"24844","19970525","M"
"24845","19970523","M"
"24846","19970530","M"
"24847","19970601","M"
"24848","19970524","W"
"24849","19970601","W"
"24850","19970530","W"
"24851","19970524","W"
"24852","19970530","W"
"24853","19970527","M"
"24854","19970530","W"
"24855","19970601","W"
"24856","19970527","W"
"24857","19970606","W"
"24858","19970601","M"
"24859","19970525","W"
"24860","19970526","M"
"24861","19970605","M"
"24862","19970605","W"
"24863","19970531","M"
"24864","19970606","M"
"24865","19970531","M"
"24866","19970602","M"
"24867","19970605","W"
"24868","19970526","M"
"24869","19970531","W"
"24870","19970531","M"
"24871","19970608","W"
"24872","19970607","W"
"24873","19970605","M"
"24874","19970529","W"
"24875","19970605","W"
"24876","19970603","M"
"24877","19970603","M"
"24878","19970603","M"
"24879","19970601","W"
"24880","19970531","M"
"24881","19970608","M"
"24882","19970603","M"
"24883","19970609","M"
"24884","19970531","M"
"24885","19970530","M"
"24886","19970531","W"
"24887","19970604","M"
"24888","19970608","M"
"24889","19970529","W"
"24890","19970605","M"
"24891","19970609","M"
"24892","19970607","M"
"24893","19970604","M"
"24894","19970531","M"
"24895","19970602","W"
"24896","19970606","M"
"24897","19970610","W"
"24898","19970605","M"
"24899","19970606","M"
"24900","19970603","M"
"24901","19970611","W"
"24902","19970608","M"
"24903","19970531","W"
"24904","19970610","W"
"24905","19970607","M"
"24906","19970601","W"
"24907","19970605","M"
"24908","19970607","M"
"24909","19970602","W"
"24910","19970608","M"
"24911","19970603","M"
"24912","19970610","W"
"24913","19970602","W"
"24914","19970613","W"
"24915","19970611","W"
"24916","19970614","W"
"24917","19970607","M"
"24918","19970612","W"
"24919","19970609","M"
"24920","19970607","W"
"24921","19970603","M"
"24922","19970605","W"
"24923","19970605","M"
"24924","19970614","M"
"24925","19970606","W"
"24926","19970615","W"
"24927","19970606","M"
"24928","19970607","M"
"24929","19970612","M"
"24930","19970614","M"
"24931","19970614","M"
"24932","19970610","W"
"24933","19970605","M"
"24934","19970615","M"
"24935","19970607","M"
"24936","19970611","W"
"24937","19970611","M"
"24938","19970613","W"
"24939","19970616","W"
"24940","19970608","M"
"24941","19970613","M"
"24942","19970605","M"
"24943","19970613","W"
"24944","19970606","W"
"24945","19970607","M"
"24946","19970615","W"
"24947","19970615","W"
"24948","19970617","M"
"24949","19970612","M"
"24950","19970613","M"
"24951","19970616","W"
"24952","19970610","M"
"24953","19970609","M"
"24954","19970615","M"
"24955","19970613","W"
"24956","19970608","W"
"24957","19970617","M"
"24958","19970615","W"
"24959","19970608","M"
"24960","19970616","M"
"24961","19970618","M"
"24962","19970610","W"
"24963","19970616","M"
"24964","19970616","M"
"24965","19970620","W"
"24966","19970615","W"
"24967","19970610","W"
"24968","19970620","M"
"24969","19970619","M"
"24970","19970612","W"
"24971","19970617","M"
"24972","19970612","W"
"24973","19970612","M"
"24974","19970617","M"
"24975","19970616","M"
"24976","19970621","M"
"24977","19970611","M"
"24978","19970611","M"
"24979","19970617","M"
"24980","19970622","M"
"24981","19970621","M"
"24982","19970612","M"
"24983","19970612","M"
"24984","19970612","M"
"24985","19970615","W"
"24986","19970612","M"
"24987","19970613","M"
"24988","19970615","M"
"24989","19970623","M"
"24990","19970613","W"
"24991","19970616","M"
"24992","19970615","M"
"24993","19970619","W"
"24994","19970617","M"
"24995","19970618","W"
"24996","19970616","M"
"24997","19970619","W"
"24998","19970617","W"
"24999","19970620","M"
"25000","19970615","W"
"25001","19970616","W"
"25002","19970615","M"
"25003","19970620","W"
"25004","19970614","M"
"25005","19970620","M"
"25006","19970618","M"
"25007","19970620","M"
"25008","19970621","M"
"25009","19970624","M"
"25010","19970624","W"
"25011","19970627","W"
"25012","19970615","W"
"25013","19970620","W"
"25014","19970619","M"
"25015","19970620","M"
"25016","19970626","M"
"25017","19970619","M"
"25018","19970624","M"
"25019","19970622","M"
"25020","19970623","M"
"25021","19970622","W"
"25022","19970623","M"
"25023","19970624","M"
"25024","19970620","W"
"25025","19970619","W"
"25026","19970622","W"
"25027","19970629","W"
"25028","19970624","M"
"25029","19970630","M"
"25030","19970628","W"
"25031","19970620","W"
"25032","19970621","M"
"25033","19970624","M"
"25034","19970629","M"
"25035","19970619","W"
"25036","19970630","W"
"25037","19970630","W"
"25038","19970623","M"
"25039","19970626","M"
"25040","19970701","M"
"25041","19970622","W"
"25042","19970625","W"
"25043","19970623","W"
"25044","19970628","M"
"25045","19970626","W"
"25046","19970623","M"
"25047","19970628","W"
"25048","19970622","M"
"25049","19970629","M"
"25050","19970622","W"
"25051","19970628","W"
"25052","19970623","W"
"25053","19970630","W"
"25054","19970624","M"
"25055","19970703","W"
"25056","19970623","M"
"25057","19970705","W"
"25058","19970626","W"
"25059","19970623","M"
"25060","19970630","W"
"25061","19970703","W"
"25062","19970702","M"
"25063","19970703","M"
"25064","19970627","M"
"25065","19970706","M"
"25066","19970625","W"
"25067","19970701","W"
"25068","19970702","W"
"25069","19970702","W"
"25070","19970706","M"
"25071","19970626","M"
"25072","19970630","W"
"25073","19970625","M"
"25074","19970630","M"
"25075","19970626","M"
"25076","19970706","W"
"25077","19970701","M"
"25078","19970704","M"
"25079","19970705","M"
"25080","19970701","M"
"25081","19970627","W"
"25082","19970702","W"
"25083","19970628","M"
"25084","19970703","W"
"25085","19970705","M"
"25086","19970630","M"
"25087","19970703","M"
"25088","19970629","W"
"25089","19970706","M"
"25090","19970701","W"
"25091","19970703","M"
"25092","19970701","W"
"25093","19970703","M"
"25094","19970629","M"
"25095","19970709","W"
"25096","19970710","W"
"25097","19970708","W"
"25098","19970705","M"
"25099","19970708","M"
"25100","19970712","W"
"25101","19970707","M"
"25102","19970701","W"
"25103","19970710","W"
"25104","19970701","W"
"25105","19970709","W"
"25106","19970708","W"
"25107","19970702","M"
"25108","19970713","M"
"25109","19970709","M"
"25110","19970712","W"
"25111","19970713","M"
"25112","19970707","M"
"25113","19970713","M"
"25114","19970709","M"
"25115","19970707","W"
"25116","19970707","W"
"25117","19970704","M"
"25118","19970705","W"
"25119","19970705","M"
"25120","19970716","W"
"25121","19970707","W"
"25122","19970708","M"
"25123","19970704","W"
"25124","19970712","W"
"25125","19970715","W"
"25126","19970706","W"
"25127","19970715","W"
"25128","19970712","W"
"25129","19970711","M"
"25130","19970710","W"
"25131","19970717","M"
"25132","19970706","M"
"25133","19970706","W"
"25134","19970712","W"
"25135","19970718","M"
"25136","19970709","W"
"25137","19970709","M"
"25138","19970710","M"
"25139","19970712","W"
"25140","19970716","W"
"25141","19970719","M"
"25142","19970716","M"
"25143","19970713","M"
"25144","19970710","M"
"25145","19970715","W"
"25146","19970717","W"
"25147","19970708","M"
"25148","19970712","W"
"25149","19970708","W"
"25150","19970716","M"
"25151","19970714","M"
"25152","19970717","W"
"25153","19970721","W"
"25154","19970713","M"
"25155","19970720","M"
"25156","19970715","M"
"25157","19970717","M"
"25158","19970715","M"
"25159","19970716","W"
"25160","19970713","W"
"25161","19970714","M"
"25162","19970716","M"
"25163","19970716","M"
"25164","19970714","W"
"25165","19970712","M"
"25166","19970720","M"
"25167","19970717","W"
"25168","19970717","M"
"25169","19970720","M"
"25170","19970716","M"
"25171","19970716","W"
"25172","19970718","M"
"25173","19970723","W"
"25174","19970718","M"
"25175","19970720","M"
"25176","19970722","M"
"25177","19970715","W"
"25178","19970721","W"
"25179","19970724","M"
"25180","19970715","M"
"25181","19970725","W"
"25182","19970725","W"
"25183","19970725","W"
"25184","19970723","W"
"25185","19970721","M"
"25186","19970725","M"
"25187","19970718","M"
"25188","19970715","M"
"25189","19970722","W"
"25190","19970721","W"
"25191","19970718","M"
"25192","19970727","W"
"25193","19970717","M"
"25194","19970723","M"
"25195","19970718","M"
"25196","19970723","W"
"25197","19970727","M"
"25198","19970717","M"
"25199","19970717","M"
"25200","19970728","M"
"25201","19970719","W"
"25202","19970717","W"
"25203","19970724","M"
"25204","19970726","W"
"25205","19970722","M"
"25206","19970718","W"
"25207","19970721","W"
"25208","19970724","M"
"25209","19970726","M"
"25210","19970726","M"
"25211","19970726","M"
"25212","19970726","W"
"25213","19970719","M"
"25214","19970722","W"
"25215","19970719","W"
"25216","19970718","M"
"25217","19970719","M"
"25218","19970724","M"
"25219","19970722","M"
"25220","19970730","W"
"25221","19970719","M"
"25222","19970729","W"
"25223","19970801","M"
"25224","19970722","M"
"25225","19970731","M"
"25226","19970731","W"
"25227","19970723","M"
"25228","19970729","M"
"25229","19970802","W"
"25230","19970731","W"
"25231","19970801","W"
"25232","19970728","M"
"25233","19970723","W"
"25234","19970801","M"
"25235","19970727","M"
"25236","19970803","W"
"25237","19970726","M"
"25238","19970803","M"
"25239","19970727","W"
"25240","19970725","W"
"25241","19970802","W"
"25242","19970725","M"
"25243","19970724","W"
"25244","19970730","M"
"25245","19970729","W"
"25246","19970727","M"
"25247","19970724","W"
"25248","19970725","W"
"25249","19970726","M"
"25250","19970730","W"
"25251","19970803","W"
"25252","19970804","M"
"25253","19970803","W"
"25254","19970727","W"
"25255","19970729","M"
"25256","19970727","W"
"25257","19970728","W"
"25258","19970726","W"
"25259","19970801","M"
"25260","19970731","W"
"25261","19970731","W"
"25262","19970730","W"
"25263","19970801","W"
"25264","19970727","W"
"25265","19970805","W"
"25266","19970806","M"
"25267","19970801","W"
"25268","19970803","M"
"25269","19970804","M"
"25270","19970808","M"
"25271","19970730","M"
"25272","19970809","M"
"25273","19970803","W"
"25274","19970802","W"
"25275","19970807","M"
"25276","19970730","W"
"25277","19970808","M"
"25278","19970806","M"
"25279","19970802","W"
"25280","19970806","M"
"25281","19970805","W"
"25282","19970802","M"
"25283","19970730","M"
"25284","19970812","W"
"25285","19970808","W"
"25286","19970806","M"
"25287","19970801","W"
"25288","19970731","W"
"25289","19970731","M"
"25290","19970807","W"
"25291","19970807","W"
"25292","19970810","W"
"25293","19970811","M"
"25294","19970814","M"
"25295","19970804","M"
"25296","19970813","M"
"25297","19970803","W"
"25298","19970807","M"
"25299","19970806","M"
"25300","19970811","M"
"25301","19970809","M"
"25302","19970808","W"
"25303","19970803","M"
"25304","19970811","W"
"25305","19970810","M"
"25306","19970810","W"
"25307","19970813","M"
"25308","19970812","W"
"25309","19970808","M"
"25310","19970805","W"
"25311","19970808","M"
"25312","19970810","W"
"25313","19970815","M"
"25314","19970817","M"
"25315","19970814","W"
"25316","19970812","M"
"25317","19970806","M"
"25318","19970811","M"
"25319","19970810","M"
"25320","19970809","M"
"25321","19970817","W"
"25322","19970815","M"
"25323","19970810","W"
"25324","19970819","W"
"25325","19970813","W"
"25326","19970813","W"
"25327","19970816","W"
"25328","19970816","M"
"25329","19970817","M"
"25330","19970815","W"
"25331","19970814","W"
"25332","19970815","W"
"25333","19970815","W"
"25334","19970809","M"
"25335","19970810","W"
"25336","19970811","W"
"25337","19970812","M"
"25338","19970815","W"
"25339","19970819","M"
"25340","19970812","M"
"25341","19970822","W"
"25342","19970812","M"
"25343","19970815","M"
"25344","19970813","M"
"25345","19970811","W"
"25346","19970815","W"
"25347","19970819","M"
"25348","19970814","M"
"25349","19970812","M"
"25350","19970819","W"
"25351","19970816","W"
"25352","19970816","W"
"25353","19970823","M"
"25354","19970815","M"
"25355","19970821","W"
"25356","19970813","M"
"25357","19970820","M"
"25358","19970818","W"
"25359","19970825","W"
"25360","19970818","W"
"25361","19970820","M"
"25362","19970823","M"
"25363","19970816","W"
"25364","19970824","W"
"25365","19970814","M"
"25366","19970820","W"
"25367","19970820","M"
"25368","19970819","M"
"25369","19970823","W"
"25370","19970815","M"
"25371","19970815","W"
"25372","19970821","M"
"25373","19970826","M"
"25374","19970816","W"
"25375","19970820","M"
"25376","19970828","M"
"25377","19970819","W"
"25378","19970819","W"
"25379","19970825","M"
"25380","19970820","W"
"25381","19970826","W"
"25382","19970829","M"
"25383","19970823","W"
"25384","19970824","W"
"25385","19970824","W"
"25386","19970824","W"
"25387","19970823","M"
"25388","19970827","W"
"25389","19970825","M"
"25390","19970826","M"
"25391","19970823","M"
"25392","19970828","W"
"25393","19970828","M"
"25394","19970901","M"
"25395","19970821","M"
"25396","19970827","M"
"25397","19970820","M"
"25398","19970902","W"
"25399","19970830","M"
"25400","19970901","W"
"25401","19970827","M"
"25402","19970825","M"
"25403","19970829","M"
"25404","19970831","W"
"25405","19970831","W"
"25406","19970826","M"
"25407","19970823","M"
"25408","19970822","W"
"25409","19970828","W"
"25410","19970901","W"
"25411","19970822","M"
"25412","19970903","M"
"25413","19970831","W"
"25414","19970827","M"
"25415","19970827","W"
"25416","19970830","M"
"25417","19970904","W"
"25418","19970827","M"
"25419","19970829","M"
"25420","19970906","M"
"25421","19970903","W"
"25422","19970906","M"
"25423","19970826","M"
"25424","19970826","W"
"25425","19970902","M"
"25426","19970901","M"
"25427","19970903","M"
